date,1. open,2. high,3. low,4. close,5. volume
2020-03-13 13:43:00,536.1227,536.5344,534.84,535.185,36007.0
2020-03-13 13:42:00,536.31,537.2,535.54,536.0859,42126.0
2020-03-13 13:41:00,532.64,536.66,532.51,536.55,60604.0
2020-03-13 13:40:00,530.0101,532.7582,529.6901,532.685,40373.0
2020-03-13 13:39:00,530.26,530.99,529.81,530.721,15396.0
2020-03-13 13:38:00,528.51,530.73,528.51,530.295,33484.0
2020-03-13 13:37:00,530.216,530.73,528.083,528.9999,40936.0
2020-03-13 13:36:00,530.215,531.02,529.0247,529.46,31577.0
2020-03-13 13:35:00,531.72,532.36,530.0,530.03,38537.0
2020-03-13 13:34:00,530.4301,532.4362,530.3364,531.48,36266.0
2020-03-13 13:33:00,528.75,530.99,528.02,530.43,52111.0
2020-03-13 13:32:00,527.24,528.57,526.41,528.57,18905.0
2020-03-13 13:31:00,526.49,528.4,526.3563,527.76,16778.0
2020-03-13 13:30:00,528.39,528.7473,525.2,525.95,29676.0
2020-03-13 13:29:00,526.0,528.75,526.0,528.21,13429.0
2020-03-13 13:28:00,526.03,527.965,525.51,526.96,15827.0
2020-03-13 13:27:00,525.55,526.9973,525.09,526.35,14223.0
2020-03-13 13:26:00,525.93,527.58,525.02,525.56,23385.0
2020-03-13 13:25:00,525.56,526.39,525.18,525.5589,9588.0
2020-03-13 13:24:00,526.0,527.61,524.7301,524.7301,16201.0
2020-03-13 13:23:00,527.665,527.99,525.0,526.6138,21593.0
2020-03-13 13:22:00,526.557,528.24,526.15,527.653,24951.0
2020-03-13 13:21:00,525.7184,526.92,524.6,526.6164,51073.0
2020-03-13 13:20:00,523.37,526.5,522.95,525.55,59908.0
2020-03-13 13:19:00,522.3301,524.0,522.3224,522.9003,23229.0
2020-03-13 13:18:00,523.31,524.0,522.11,522.48,15762.0
2020-03-13 13:17:00,525.03,525.03,522.7003,523.62,17265.0
2020-03-13 13:16:00,522.4739,526.93,522.16,525.04,36752.0
2020-03-13 13:15:00,524.0,524.13,520.39,522.13,24055.0
2020-03-13 13:14:00,522.69,524.0,522.3,523.99,23153.0
2020-03-13 13:13:00,520.0,523.6367,519.8301,522.69,28916.0
2020-03-13 13:12:00,519.89,520.01,518.44,520.01,12046.0
2020-03-13 13:11:00,520.2101,521.0,518.2,520.2088,12105.0
2020-03-13 13:10:00,520.3114,520.5,518.81,519.7165,14752.0
2020-03-13 13:09:00,518.001,521.01,518.001,519.601,26217.0
2020-03-13 13:08:00,518.54,518.635,516.9,518.4917,15268.0
2020-03-13 13:07:00,517.2519,519.7,517.01,518.1561,27931.0
2020-03-13 13:06:00,517.2459,518.48,515.5401,516.68,15026.0
2020-03-13 13:05:00,520.37,521.85,515.5,517.38,68566.0
2020-03-13 13:04:00,522.34,523.81,518.5835,520.0,22853.0
2020-03-13 13:03:00,521.53,523.8,520.71,522.83,25736.0
2020-03-13 13:02:00,522.5,524.0,520.92,521.84,27950.0
2020-03-13 13:01:00,519.65,522.9879,518.6817,522.6,45865.0
2020-03-13 13:00:00,518.66,519.95,518.31,519.54,35264.0
2020-03-13 12:59:00,521.99,523.501,518.5,518.7,71111.0
2020-03-13 12:58:00,521.78,523.5,521.1101,521.5593,32670.0
2020-03-13 12:57:00,522.856,524.2494,521.0,521.31,32513.0
2020-03-13 12:56:00,527.65,528.135,522.01,522.86,54675.0
2020-03-13 12:55:00,528.53,529.78,527.0,527.555,38019.0
2020-03-13 12:54:00,530.765,531.06,528.53,529.1042,22467.0
2020-03-13 12:53:00,531.1,531.65,528.46,530.615,30260.0
2020-03-13 12:52:00,531.45,531.9399,530.0,530.9401,35716.0
2020-03-13 12:51:00,528.99,532.0,528.94,532.0,50164.0
2020-03-13 12:50:00,527.139,528.9999,526.09,528.9217,22926.0
2020-03-13 12:49:00,527.64,529.9001,526.0,527.81,33946.0
2020-03-13 12:48:00,530.0,530.7564,525.0,528.0483,65041.0
2020-03-13 12:47:00,533.9336,534.01,530.0001,530.01,59415.0
2020-03-13 12:46:00,530.8165,534.42,530.37,534.1148,75552.0
2020-03-13 12:45:00,530.3464,531.31,529.14,530.99,42473.0
2020-03-13 12:44:00,528.5,530.9999,528.1051,529.7493,74441.0
2020-03-13 12:43:00,527.1918,528.67,526.85,528.2135,46600.0
2020-03-13 12:42:00,526.39,527.8,524.66,527.05,55289.0
2020-03-13 12:41:00,523.3068,526.75,522.441,526.28,52555.0
2020-03-13 12:40:00,521.53,523.96,521.28,523.242,31285.0
2020-03-13 12:39:00,519.01,521.66,518.45,521.66,17833.0
2020-03-13 12:38:00,520.52,521.48,519.0,519.11,21363.0
2020-03-13 12:37:00,519.59,522.95,519.02,520.37,35325.0
2020-03-13 12:36:00,521.56,523.5,518.0001,519.55,62898.0
2020-03-13 12:35:00,525.37,525.59,521.18,521.7274,76086.0
2020-03-13 12:34:00,523.795,525.785,523.3813,525.3234,70708.0
2020-03-13 12:33:00,522.585,524.5,520.0973,524.47,54234.0
2020-03-13 12:32:00,519.7293,523.5,518.3301,522.17,72325.0
2020-03-13 12:31:00,516.18,519.88,516.18,519.45,36561.0
2020-03-13 12:30:00,517.2378,517.77,516.16,516.47,27128.0
2020-03-13 12:29:00,515.5013,517.975,515.16,516.9556,35334.0
2020-03-13 12:28:00,513.01,516.13,512.6421,515.7174,31200.0
2020-03-13 12:27:00,511.63,514.79,511.52,513.21,29460.0
2020-03-13 12:26:00,510.9,511.71,509.59,511.3283,29326.0
2020-03-13 12:25:00,512.215,512.7865,510.52,511.23,22521.0
2020-03-13 12:24:00,510.22,512.14,509.5,511.9823,31361.0
2020-03-13 12:23:00,512.82,513.32,509.1538,509.9727,42210.0
2020-03-13 12:22:00,512.545,514.72,512.33,513.1935,57624.0
2020-03-13 12:21:00,511.14,513.0,510.42,512.5737,45988.0
2020-03-13 12:20:00,511.03,511.585,509.1202,511.0273,29520.0
2020-03-13 12:19:00,510.0082,512.4135,509.9085,510.75,55622.0
2020-03-13 12:18:00,510.5353,511.25,509.21,509.21,35122.0
2020-03-13 12:17:00,509.3209,511.5099,508.46,510.76,41139.0
2020-03-13 12:16:00,509.6359,510.6534,507.52,509.5451,35187.0
2020-03-13 12:15:00,506.87,510.38,506.4001,509.4809,44530.0
2020-03-13 12:14:00,505.55,508.51,503.56,507.1395,58371.0
2020-03-13 12:13:00,507.6393,507.9473,505.0,506.26,36252.0
2020-03-13 12:12:00,506.9,509.84,506.2,507.64,50133.0
2020-03-13 12:11:00,510.495,510.495,505.0,506.5977,104285.0
2020-03-13 12:10:00,510.73,511.9499,510.0,510.5,49106.0
2020-03-13 12:09:00,510.49,511.54,509.5101,510.52,27201.0
2020-03-13 12:08:00,509.51,511.37,509.38,510.9,31846.0
2020-03-13 12:07:00,510.02,511.38,509.01,509.8587,25574.0
2020-03-13 12:06:00,511.8373,512.58,510.02,510.02,38807.0
2020-03-13 12:05:00,509.1658,511.95,509.1658,511.54,27280.0
2020-03-13 12:04:00,510.1701,510.83,508.2101,509.47,59049.0
2020-03-13 12:03:00,516.99,517.34,510.19,510.19,55697.0
2020-03-13 12:02:00,520.3066,520.3066,516.8,516.802,44523.0
2020-03-13 12:01:00,518.6748,520.4592,516.6,520.4592,42863.0
2020-03-13 12:00:00,516.94,519.54,516.14,518.81,53752.0
2020-03-13 11:59:00,519.33,519.53,515.0,516.297,55799.0
2020-03-13 11:58:00,519.5204,522.64,518.0,519.6232,119114.0
2020-03-13 11:57:00,514.47,519.69,513.5001,519.67,90788.0
2020-03-13 11:56:00,512.1667,515.47,510.9,514.1524,105700.0
2020-03-13 11:55:00,509.57,512.27,508.03,512.27,68638.0
2020-03-13 11:54:00,507.93,509.74,506.168,509.515,58312.0
2020-03-13 11:53:00,508.7,509.0,507.0,508.0,65185.0
2020-03-13 11:52:00,504.7329,509.0,503.49,508.33,98809.0
2020-03-13 11:51:00,504.5,506.611,502.0,504.75,135864.0
2020-03-13 11:50:00,503.0,504.94,502.0,504.11,110260.0
2020-03-13 11:49:00,504.68,505.52,503.0,503.0,96132.0
2020-03-13 11:48:00,508.97,509.0,504.22,504.93,122859.0
2020-03-13 11:47:00,509.0919,511.78,508.5,508.9545,45771.0
2020-03-13 11:46:00,510.55,512.28,507.5,509.5122,83819.0
2020-03-13 11:45:00,512.54,515.0,508.27,511.99,58340.0
2020-03-13 11:44:00,510.655,513.82,507.62,512.7663,82393.0
2020-03-13 11:43:00,514.52,515.7,510.0,510.9,80633.0
2020-03-13 11:42:00,512.0551,517.68,511.84,514.685,92111.0
2020-03-13 11:41:00,510.005,513.37,507.42,511.93,169181.0
2020-03-13 11:40:00,515.1782,515.41,510.0,510.0,140414.0
2020-03-13 11:39:00,524.44,524.44,515.06,515.07,104287.0
2020-03-13 11:38:00,520.73,524.55,520.18,523.985,66039.0
2020-03-13 11:37:00,518.28,520.84,517.01,520.8394,87464.0
2020-03-13 11:36:00,517.73,522.8228,517.31,518.4,128808.0
2020-03-13 11:35:00,523.05,523.05,517.4977,517.61,126208.0
2020-03-13 11:34:00,525.0,525.23,523.0,523.15,74711.0
2020-03-13 11:33:00,526.3298,526.3298,525.0,525.05,71068.0
2020-03-13 11:32:00,531.43,531.68,526.22,526.35,70818.0
2020-03-13 11:31:00,531.62,531.62,531.62,531.62,57817.0
2020-03-13 11:30:00,530.885,530.885,530.885,530.885,62815.0
2020-03-13 11:29:00,534.44,535.26,530.7,530.73,72334.0
2020-03-13 11:28:00,535.94,536.0,533.95,534.55,57860.0
2020-03-13 11:27:00,540.0,540.005,535.58,535.71,76395.0
2020-03-13 11:26:00,541.29,542.1862,540.0,540.005,62894.0
2020-03-13 11:25:00,542.0201,542.6585,541.02,541.32,32924.0
2020-03-13 11:24:00,543.17,544.23,542.01,542.01,19021.0
2020-03-13 11:23:00,544.62,545.2,543.0,543.17,16336.0
2020-03-13 11:22:00,544.92,545.2988,543.12,544.7,20238.0
2020-03-13 11:21:00,544.27,546.265,544.27,544.9201,36561.0
2020-03-13 11:20:00,544.55,544.74,542.179,544.401,27009.0
2020-03-13 11:19:00,544.7124,545.0,543.255,544.87,30885.0
2020-03-13 11:18:00,544.2,544.8,543.04,544.4889,50107.0
2020-03-13 11:17:00,545.92,545.92,543.65,544.3537,23295.0
2020-03-13 11:16:00,546.748,547.4974,543.8798,546.45,54703.0
2020-03-13 11:15:00,542.35,546.8826,542.28,546.22,48140.0
2020-03-13 11:14:00,542.03,544.27,541.38,542.3,35858.0
2020-03-13 11:13:00,541.02,542.6005,540.21,541.825,58059.0
2020-03-13 11:12:00,545.11,545.62,541.0,541.03,55047.0
2020-03-13 11:11:00,547.58,548.505,545.0,545.434,71323.0
2020-03-13 11:10:00,547.28,549.0,546.5,547.8217,40028.0
2020-03-13 11:09:00,547.56,548.0,545.35,547.81,54852.0
2020-03-13 11:08:00,550.3,550.57,547.8,547.8,45827.0
2020-03-13 11:07:00,550.53,550.5723,550.53,550.5723,159210.0
2020-03-13 11:02:00,549.8467,552.41,549.7874,552.1538,12689.0
2020-03-13 11:01:00,548.93,551.6,548.86,549.94,37849.0
2020-03-13 11:00:00,550.15,550.72,548.34,549.18,94771.0
2020-03-13 10:59:00,551.916,552.2,550.1191,550.2,69761.0
2020-03-13 10:58:00,555.0001,555.16,551.88,551.89,78101.0
2020-03-13 10:57:00,557.79,558.6651,555.15,555.17,30919.0
2020-03-13 10:56:00,559.2,560.34,557.04,557.7078,26339.0
2020-03-13 10:55:00,557.75,559.59,557.75,558.995,17649.0
2020-03-13 10:54:00,558.6852,558.96,557.23,557.5801,14528.0
2020-03-13 10:53:00,558.345,558.9369,557.2,558.9369,16527.0
2020-03-13 10:52:00,558.53,559.715,557.74,558.7599,35716.0
2020-03-13 10:51:00,556.095,559.0465,555.58,558.4973,42201.0
2020-03-13 10:50:00,555.29,556.39,555.0,555.58,34991.0
2020-03-13 10:49:00,555.645,555.645,555.645,555.645,49733.0
2020-03-13 10:48:00,557.49,558.25,556.4,556.785,34340.0
2020-03-13 10:47:00,558.85,558.92,556.3,557.6293,29605.0
2020-03-13 10:46:00,560.01,560.01,557.33,559.37,63981.0
2020-03-13 10:45:00,560.07,562.9,560.0,560.01,53303.0
2020-03-13 10:44:00,563.53,563.7,560.07,560.07,47093.0
2020-03-13 10:43:00,566.13,566.16,563.65,563.65,41083.0
2020-03-13 10:42:00,567.7426,567.82,565.31,566.55,22326.0
2020-03-13 10:41:00,567.73,567.9905,566.12,567.505,24489.0
2020-03-13 10:40:00,568.64,569.0,567.2276,567.695,20015.0
2020-03-13 10:39:00,569.021,569.49,567.704,568.3772,23857.0
2020-03-13 10:38:00,570.455,571.45,569.0317,569.06,19250.0
2020-03-13 10:37:00,570.13,572.23,569.59,570.46,21274.0
2020-03-13 10:36:00,571.9067,571.9067,569.1101,569.5724,24594.0
2020-03-13 10:35:00,571.38,571.38,571.38,571.38,37575.0
2020-03-13 10:34:00,572.3,572.3,572.3,572.3,57949.0
2020-03-13 10:33:00,566.62,570.06,566.23,569.98,26575.0
2020-03-13 10:32:00,567.05,567.53,566.1,566.4759,27685.0
2020-03-13 10:31:00,568.61,569.56,566.74,567.0407,29122.0
2020-03-13 10:30:00,568.19,569.55,568.19,568.59,22109.0
2020-03-13 10:29:00,570.2,571.0,568.0302,568.2096,29660.0
2020-03-13 10:28:00,570.8901,571.872,569.47,569.47,43631.0
2020-03-13 10:27:00,568.46,571.7003,568.46,571.0,47655.0
2020-03-13 10:26:00,568.4457,568.789,565.75,568.5435,40811.0
2020-03-13 10:25:00,571.14,571.5,568.0,568.795,57202.0
2020-03-13 10:24:00,570.86,572.0,569.5301,571.49,59781.0
2020-03-13 10:23:00,569.14,571.0,567.359,571.0,45217.0
2020-03-13 10:22:00,566.23,569.6899,565.8147,569.235,57643.0
2020-03-13 10:21:00,567.7332,568.7586,565.45,566.49,44271.0
2020-03-13 10:20:00,568.405,570.78,566.47,567.93,69776.0
2020-03-13 10:19:00,565.41,568.86,564.43,568.5223,47629.0
2020-03-13 10:18:00,563.795,565.905,563.3,565.1331,32469.0
2020-03-13 10:17:00,564.78,566.41,563.44,563.44,33075.0
2020-03-13 10:16:00,563.36,565.3399,562.18,564.73,30392.0
2020-03-13 10:15:00,562.2601,564.7,562.2601,563.04,27010.0
2020-03-13 10:14:00,565.11,565.11,562.01,563.07,26594.0
2020-03-13 10:13:00,566.2158,567.765,564.69,565.32,36708.0
2020-03-13 10:12:00,563.41,565.61,562.8,565.6,36383.0
2020-03-13 10:11:00,561.2627,563.85,561.01,562.56,34127.0
2020-03-13 10:10:00,565.61,566.5669,561.27,561.27,43670.0
2020-03-13 10:09:00,566.71,567.61,564.18,565.66,36089.0
2020-03-13 10:08:00,566.42,568.86,566.0,567.0559,57205.0
2020-03-13 10:07:00,564.37,566.16,561.26,566.16,54248.0
2020-03-13 10:06:00,564.23,564.23,564.23,564.23,42174.0
2020-03-13 10:05:00,564.81,567.7999,564.67,566.0556,59823.0
2020-03-13 10:04:00,563.4525,565.73,562.33,564.67,35090.0
2020-03-13 10:03:00,565.0,565.0,561.11,563.3078,50806.0
2020-03-13 10:02:00,560.595,565.0,560.595,565.0,53594.0
2020-03-13 10:01:00,562.1686,563.54,557.01,560.2158,43797.0
2020-03-13 10:00:00,563.54,565.04,560.71,562.32,96733.0
2020-03-13 09:59:00,555.975,559.7145,555.975,559.7145,72463.0
2020-03-13 09:58:00,556.0,556.0,555.2632,555.2632,43594.0
2020-03-13 09:57:00,556.23,556.23,556.075,556.075,80795.0
2020-03-13 09:56:00,553.4925,556.365,553.4925,556.365,168626.0
2020-03-13 09:55:00,556.36,556.36,554.05,554.05,84577.0
2020-03-13 09:54:00,562.78,562.78,559.5,559.5,58695.0
2020-03-13 09:53:00,564.68,564.68,562.97,562.97,54169.0
2020-03-13 09:52:00,566.38,566.38,563.61,563.61,63637.0
2020-03-13 09:51:00,568.1643,568.1643,566.568,566.568,40092.0
2020-03-13 09:50:00,569.919,570.2473,568.29,568.29,55274.0
2020-03-13 09:49:00,569.4425,570.0,569.4425,569.84,64895.0
2020-03-13 09:48:00,567.115,570.2536,567.115,570.2536,72448.0
2020-03-13 09:47:00,568.5229,568.5229,566.51,566.51,103027.0
2020-03-13 09:46:00,572.95,572.95,570.9627,571.38,102179.0
2020-03-13 09:45:00,568.94,571.37,568.94,571.37,84450.0
2020-03-13 09:44:00,569.6,570.8385,568.78,570.8385,119955.0
2020-03-13 09:43:00,566.2907,569.41,566.2907,569.41,126551.0
2020-03-13 09:42:00,568.711,568.711,566.19,566.19,67081.0
2020-03-13 09:41:00,572.7,572.7,569.15,569.15,89953.0
2020-03-13 09:40:00,575.03,575.03,572.72,572.72,75451.0
2020-03-13 09:39:00,582.44,582.44,575.94,575.94,80894.0
2020-03-13 09:38:00,579.5,581.91,579.5,581.91,98228.0
2020-03-13 09:37:00,581.1949,581.1949,578.3101,578.3101,115905.0
2020-03-13 09:36:00,587.5411,587.5411,584.26,584.685,128129.0
2020-03-13 09:35:00,588.18,588.18,588.18,588.18,116894.0
2020-03-13 09:34:00,601.0,602.24,592.41,593.11,74223.0
2020-03-13 09:33:00,606.8,607.57,596.71,600.04,115732.0
2020-03-13 09:32:00,600.51,606.8,600.51,606.62,152927.0
2020-03-13 09:31:00,600.37,600.37,600.37,600.37,1039545.0
2020-03-12 16:00:00,560.01,560.88,555.86,556.01,100810.0
2020-03-12 15:59:00,561.4,562.37,560.0,560.02,81579.0
2020-03-12 15:58:00,561.34,562.82,561.0,561.46,61895.0
2020-03-12 15:57:00,563.63,563.915,561.25,561.52,56081.0
2020-03-12 15:56:00,564.48,564.67,562.8746,563.7,41734.0
2020-03-12 15:55:00,564.79,564.92,563.08,563.86,80709.0
2020-03-12 15:54:00,564.23,565.01,563.0001,564.54,42165.0
2020-03-12 15:53:00,564.68,565.0,562.0,562.9216,37979.0
2020-03-12 15:52:00,564.6683,565.97,564.0901,564.79,52473.0
2020-03-12 15:51:00,562.96,566.935,562.0,564.66,57016.0
2020-03-12 15:50:00,562.28,564.0,561.71,562.545,41985.0
2020-03-12 15:49:00,562.6,562.6,561.0,562.445,26765.0
2020-03-12 15:48:00,562.14,562.7357,560.99,562.38,27228.0
2020-03-12 15:47:00,563.182,564.21,561.4828,562.17,39091.0
2020-03-12 15:46:00,565.33,568.24,563.0,563.63,51845.0
2020-03-12 15:45:00,564.0,565.43,564.0,565.298,34755.0
2020-03-12 15:44:00,562.44,564.91,562.34,564.0,24277.0
2020-03-12 15:43:00,564.4,564.6919,562.0,562.85,24670.0
2020-03-12 15:42:00,564.44,566.0,563.0462,564.57,35195.0
2020-03-12 15:41:00,562.12,567.0,562.0,563.7043,50649.0
2020-03-12 15:40:00,560.66,563.47,560.22,562.0,29982.0
2020-03-12 15:39:00,563.0781,563.0781,560.086,560.63,18558.0
2020-03-12 15:38:00,562.03,564.3043,561.52,563.23,29460.0
